Day;Hour;Secular_Holiday;Religious_holiday;Sports;TV_Media;Weather_transport;AirTempMLM;AirTempSTHLM;precipitationMLM;precipitationSTHLM;RainMLM2;RainSTHLM2;D_precipitationMLM;D_precipitationSTHLM;D_AirTempMLM;D_AirTempSTHLM;D_precipitationMLM2;D_precipitationSTHLM2;D_AirTempMLM2;D_AirTempSTHLM2;MY;StandSize;AirTempMLM2;AirTempSTHLM2
3;5;0;0;0;0;0;13.6;14;0;0;0;0;0;0;0;1;0;0;0;1;201608;.28500769;184.96001;196
4;5;0;0;0;0;0;13.5;15;0;0;0;0;0;0;-.4000000000000004;.6999999999999993;0;0;.1600000000000003;.489999999999999;201609;.33966753;182.25;225
5;5;0;0;0;0;0;14.8;12.6;0;0;0;0;0;0;0;.1999999999999993;0;0;0;.0399999999999997;201609;.30141789;219.03999;158.75999
6;5;0;0;0;0;0;16.4;13.2;.1;0;.01;0;.1;0;-.1000000000000014;0;.01;0;.0100000000000003;0;201609;-1.0414416;268.95999;174.24001
7;5;0;0;0;0;0;13.3;11.3;.4;0;.16;0;.4;0;-.0999999999999996;.4000000000000004;.16;0;.0099999999999999;.1600000000000003;201609;-1.2247134;176.89;127.69
1;5;0;0;0;0;0;11.3;12;0;0;0;0;0;0;-.7999999999999989;.0999999999999996;0;0;.6399999999999984;.0099999999999999;201609;.27620614;127.69;144
2;5;0;0;0;0;0;11.1;11.7;0;0;0;0;0;0;1.1;.6999999999999993;0;0;1.209999999999999;.489999999999999;201609;.2182177;123.21;136.89
3;5;0;0;0;0;0;15.9;17;0;0;0;0;0;0;-.2000000000000011;.3999999999999986;0;0;.0400000000000004;.1599999999999989;201609;.35855481;252.81;289
4;5;0;0;0;0;0;12.2;14.7;0;0;0;0;0;0;-.4000000000000004;1.299999999999999;0;0;.1600000000000003;1.689999999999997;201609;.35221213;148.84;216.09
5;5;0;0;0;0;0;15.5;14;0;0;0;0;0;0;-.1999999999999993;.3000000000000007;0;0;.0399999999999997;.0900000000000004;201609;.30676126;240.25;196
6;5;0;0;0;0;0;11.2;13.8;0;0;0;0;0;0;-.1000000000000014;0;0;0;.0100000000000003;0;201609;-1.0269048;125.44;190.44
7;5;0;0;0;0;0;18.6;13.6;0;0;0;0;0;0;.3000000000000007;1.299999999999999;0;0;.0900000000000004;1.689999999999997;201609;-1.1759648;345.95999;184.96001
1;5;0;0;0;0;0;10.2;11.1;0;0;0;0;0;0;-.1000000000000014;.0999999999999996;0;0;.0100000000000003;.0099999999999999;201609;.3106457;104.04;123.21
2;5;0;0;0;0;0;15.3;10.8;0;0;0;0;0;0;0;.9000000000000004;0;0;0;.8100000000000006;201609;.34200084;234.09;116.64
3;5;0;0;0;0;0;12;13.4;0;0;0;0;0;0;0;.3000000000000007;0;0;0;.0900000000000004;201609;.35152528;144;179.56
4;5;0;0;0;0;0;12.6;13.8;0;0;0;0;0;0;.4000000000000004;.4000000000000004;0;0;.1600000000000003;.1600000000000003;201609;.37882188;158.75999;190.44
5;5;0;0;0;0;0;13.8;11.4;0;0;0;0;0;0;.8000000000000007;.5999999999999996;0;0;.6400000000000011;.3599999999999996;201609;.34865662;190.44;129.96001
6;5;0;0;0;0;0;12.7;8.5;0;0;0;0;0;0;.2999999999999989;-.4000000000000004;0;0;.0899999999999994;.1600000000000003;201609;-1.0060197;161.28999;72.25
7;5;0;0;0;0;0;9.300000000000001;8.9;0;0;0;0;0;0;.1000000000000014;-.2999999999999989;0;0;.0100000000000003;.0899999999999994;201609;-1.1736667;86.489998;79.209999
1;5;0;0;0;0;0;12.6;8.6;0;0;0;0;0;0;.0999999999999996;0;0;0;.0099999999999999;0;201609;.34620985;158.75999;73.959999
2;5;0;0;0;0;0;9.300000000000001;13;0;0;0;0;0;0;-.5;.1999999999999993;0;0;.25;.0399999999999997;201609;.33907092;86.489998;169
3;5;0;0;0;0;0;9.199999999999999;10.7;0;0;0;0;0;0;-.6000000000000014;0;0;0;.3600000000000017;0;201609;.421994;84.639999;114.49
4;5;0;0;0;0;0;5.2;10;0;0;0;0;0;0;-.2999999999999998;-.1999999999999993;0;0;.0899999999999999;.0399999999999997;201609;.40932012;27.040001;100
5;5;0;0;0;0;0;10.1;8.1;0;0;0;0;0;0;.0999999999999996;-.9000000000000004;0;0;.0099999999999999;.8100000000000006;201609;.34636372;102.01;65.610001
6;5;0;0;0;0;0;11.9;10.1;0;0;0;0;0;0;-.2999999999999989;-.5;0;0;.0899999999999994;.25;201609;-.99214113;141.61;102.01
7;5;0;0;0;0;0;11.9;10.8;0;0;0;0;0;0;1.300000000000001;-.1999999999999993;0;0;1.690000000000002;.0399999999999997;201609;-1.1407486;141.61;116.64
1;5;0;0;0;0;0;13.1;11.8;0;0;0;0;0;0;-.2000000000000011;-.3999999999999986;0;0;.0400000000000004;.1599999999999989;201609;.39373344;171.61;139.24001
2;5;0;0;0;0;0;6.9;12.5;0;0;0;0;0;0;.6000000000000005;0;0;0;.3600000000000007;0;201609;.4154537;47.610001;156.25
3;5;0;0;0;0;0;16.9;11.4;0;4.9;0;24.01000000000001;0;-.2999999999999998;-.1000000000000014;-1.6;0;.0899999999999999;.0100000000000003;2.559999999999999;201609;.41156754;285.60999;129.96001
4;5;0;0;0;0;0;16.7;10;0;0;0;0;0;0;0;.3000000000000007;0;0;0;.0900000000000004;201609;.48606855;278.89001;100
5;5;0;0;0;0;0;13;11.6;0;0;0;0;0;0;-.3000000000000007;-.7000000000000011;0;0;.0900000000000004;.4900000000000015;201609;.41997248;169;134.56
6;5;0;0;0;0;0;11.7;9.6;0;0;0;0;0;0;-.3000000000000007;.1999999999999993;0;0;.0900000000000004;.0399999999999997;201610;-.96722597;136.89;92.160004
7;5;0;0;0;0;0;11.2;7.7;1.7;0;2.89;0;1.6;0;.1999999999999993;-.2000000000000002;2.56;0;.0399999999999997;.0400000000000001;201610;-1.1430413;125.44;59.290001
1;5;0;0;0;0;0;12.1;8.300000000000001;0;0;0;0;0;0;-.0999999999999996;-1.5;0;0;.0099999999999999;2.25;201610;.4639436;146.41;68.889999
2;5;0;0;0;0;0;6.1;8.4;0;0;0;0;0;0;-.5;-.0999999999999996;0;0;.25;.0099999999999999;201610;.49758318;37.209999;70.559998
3;5;0;0;0;0;0;3.6;6.5;0;0;0;0;0;0;-.3999999999999999;-.2000000000000002;0;0;.1599999999999999;.0400000000000001;201610;.47662491;12.96;42.25
4;5;0;0;0;0;0;7.4;7.7;0;0;0;0;0;0;-.3999999999999995;0;0;0;.1599999999999996;0;201610;.39028704;54.759998;59.290001
5;5;0;0;0;0;0;8.4;8;0;0;0;0;0;0;-.7999999999999989;.4000000000000004;0;0;.6399999999999984;.1600000000000003;201610;.42884138;70.559998;64
6;5;0;0;0;0;0;5.3;7.7;0;0;0;0;0;0;-.5;0;0;0;.25;0;201610;-.95841449;28.09;59.290001
7;5;0;0;0;0;0;5.3;8.1;.3;.2;.09;.04;-.2;.1;-.4000000000000004;-.2000000000000011;.04;.01;.1600000000000003;.0400000000000004;201610;-1.1267446;28.09;65.610001
1;5;0;0;0;0;0;7.5;7.1;.3;0;.09;0;0;0;-.0999999999999996;-.3000000000000007;0;0;.0099999999999999;.0900000000000004;201610;.43000299;56.25;50.41
2;5;0;0;0;0;0;6.9;7.4;0;0;0;0;0;0;-.1999999999999993;-.0999999999999996;0;0;.0399999999999997;.0099999999999999;201610;.48008579;47.610001;54.759998
3;5;0;0;0;0;0;7.3;7.1;0;0;0;0;0;0;.5999999999999996;0;0;0;.3599999999999996;0;201610;.45054647;53.290001;50.41
4;5;0;0;0;0;0;6.6;6.5;0;0;0;0;0;0;0;.0999999999999996;0;0;0;.0099999999999999;201610;.43534333;43.560001;42.25
5;5;0;0;0;0;0;7.6;6.1;0;0;0;0;0;0;-.4000000000000004;.0999999999999996;0;0;.1600000000000003;.0099999999999999;201610;.36167294;57.759998;37.209999
6;5;0;0;0;0;0;9.1;5.9;0;0;0;0;0;0;.4000000000000004;0;0;0;.1600000000000003;0;201610;-1.0055712;82.809998;34.810001
7;5;0;0;0;0;0;7;6.9;.3;0;.09;0;-.2;0;-.0999999999999996;0;.04;0;.0099999999999999;0;201610;-1.1833459;49;47.610001
1;5;0;0;0;0;0;8.5;6.8;0;0;0;0;0;0;.0999999999999996;-.2999999999999998;0;0;.0099999999999999;.0899999999999999;201610;.072107606;72.25;46.240002
2;5;0;0;0;0;0;8.1;7.6;0;0;0;0;0;0;-.2000000000000011;-.5;0;0;.0400000000000004;.25;201610;.12660819;65.610001;57.759998
3;5;0;0;0;0;0;9.699999999999999;8.199999999999999;0;.2;0;.04;0;-.1;.0999999999999996;.0999999999999996;0;.01;.0099999999999999;.0099999999999999;201610;.11234105;94.089996;67.239998
4;5;0;0;0;0;0;5.5;7.3;0;0;0;0;0;0;-.7999999999999998;-.1000000000000005;0;0;.6399999999999997;.0100000000000001;201610;.10668322;30.25;53.290001
5;5;0;0;0;0;0;1.7;7.1;1.7;0;2.89;0;0;0;0;0;0;0;0;0;201610;.060484197;2.8900001;50.41
6;5;0;0;0;0;0;1.7;4.5;1.7;0;2.89;0;0;0;0;0;0;0;0;0;201610;-1.0503232;2.8900001;20.25
7;5;0;0;0;0;0;1.7;5.4;1.7;1;2.89;1;0;.3;0;.1000000000000005;0;.09;0;.0100000000000001;201610;-1.2073674;2.8900001;29.16
1;5;0;0;0;0;0;1.7;6.5;1.7;0;2.89;0;0;0;0;0;0;0;0;0;201610;.40087038;2.8900001;42.25
2;5;0;0;0;0;0;1.7;4.2;1.7;.2;2.89;.04;0;-.1;0;-.0999999999999996;0;.01;0;.0099999999999999;201610;-2.1696136;2.8900001;17.639999
3;5;0;0;0;0;0;1.7;3.1;1.7;0;2.89;0;0;0;0;0;0;0;0;0;201610;.43657696;2.8900001;9.6099997
4;5;0;0;0;0;0;1.7;6.3;1.7;.1;2.89;.01;0;-.2;0;.2999999999999998;0;.04;0;.0899999999999999;201610;.46403685;2.8900001;39.689999
5;5;0;0;0;0;0;1.7;8.5;1.7;.9;2.89;.8100000000000001;0;-.7999999999999999;0;.0999999999999996;0;.6399999999999999;0;.0099999999999999;201610;.42890772;2.8900001;72.25
6;5;0;0;0;0;0;1.7;4.5;1.7;0;2.89;0;0;0;0;0;0;0;0;0;201610;-.98390049;2.8900001;20.25
7;5;0;0;0;0;0;1.7;4.8;1.7;0;2.89;0;0;0;0;-.4000000000000004;0;0;0;.1600000000000003;201610;-1.2659386;2.8900001;23.040001
1;5;0;0;0;0;0;1.7;1.8;1.7;0;2.89;0;0;0;0;-.4999999999999998;0;0;0;.2499999999999998;201610;-.60974491;2.8900001;3.24
2;5;0;0;0;0;0;1.7;3.1;1.7;1.4;2.89;1.96;0;.2999999999999998;0;-.6000000000000001;0;.0899999999999999;0;.3600000000000001;201611;-.55105329;2.8900001;9.6099997
3;5;0;0;0;0;0;1.7;2.2;1.7;1;2.89;1;0;.1;0;.2000000000000002;0;.01;0;.0400000000000001;201611;-.5803709;2.8900001;4.8400002
4;5;0;0;0;0;0;1.7;2.2;1.7;0;2.89;0;0;0;0;.1000000000000001;0;0;0;.01;201611;-.63322437;2.8900001;4.8400002
5;5;0;0;0;0;0;1.7;-.7;1.7;0;2.89;0;0;0;0;-.2999999999999999;0;0;0;.09;201611;-.69811136;2.8900001;.49000001
6;5;0;1;0;0;0;1.7;3;1.7;0;2.89;0;0;0;0;.3999999999999999;0;0;0;.1599999999999999;201611;-1.2433568;2.8900001;9
7;5;0;0;0;0;0;1.7;2.4;1.7;0;2.89;0;0;0;0;.1000000000000001;0;0;0;.01;201611;-1.3094363;2.8900001;5.7600002
1;5;0;0;0;0;0;1.7;-1.4;1.7;0;2.89;0;0;0;0;0;0;0;0;0;201611;-.55665672;2.8900001;1.96
2;5;0;0;0;0;0;-3.9;-1.6;0;.3;0;.09;0;.1;-1.1;.0999999999999999;0;.01;1.21;.01;201611;-.56326693;15.21;2.5599999
3;5;0;0;0;0;1;.2;-.9;1;0;1;0;-2.5;-.2;0;-.2000000000000001;6.25;.04;0;.04;201611;-.47917852;.039999999;.81
4;5;0;0;0;0;0;-4.4;1.4;0;0;0;0;0;0;-1;-.7000000000000002;0;0;1.000000000000001;.4900000000000003;201611;-.69423175;19.360001;1.96
5;5;0;0;0;0;0;-1.9;-.8;0;0;0;0;0;0;-.7999999999999998;0;0;0;.6399999999999997;0;201611;-.65585369;3.6099999;.63999999
6;5;0;0;0;0;0;-6.4;-3;0;0;0;0;0;0;0;-.3999999999999999;0;0;0;.1599999999999999;201611;-1.3052177;40.959999;9
7;5;0;0;0;0;0;-4.3;0;0;0;0;0;0;0;.6000000000000005;-.2;0;0;.3600000000000007;.04;201611;-1.3712571;18.49;0
1;5;0;0;0;0;0;1.4;1.4;0;0;0;0;0;0;0;0;0;0;0;0;201611;-.60589582;1.96;1.96
2;5;0;0;0;0;0;4.3;4.1;2.2;0;4.840000000000001;0;1.3;-.3;-.1000000000000005;.0999999999999996;1.690000000000001;.09;.0100000000000001;.0099999999999999;201611;-.61580843;18.49;16.809999
3;5;0;0;0;0;0;4.9;1;0;0;0;0;0;0;-.0999999999999996;-.5;0;0;.0099999999999999;.25;201611;-.64579606;24.01;1
4;5;0;0;0;0;0;5.5;3.4;0;0;0;0;0;0;-.0999999999999996;-.8000000000000003;0;0;.0099999999999999;.6400000000000005;201611;-.651896;30.25;11.56
5;5;0;0;0;0;0;7.2;5.1;.2;.1;.04;.01;-2.5;.1;.1000000000000005;.5;6.25;.01;.0100000000000001;.25;201611;-.58374459;51.84;26.01
6;5;0;0;0;0;0;4.5;5.3;0;0;0;0;0;0;-.2999999999999998;.2999999999999998;0;0;.0899999999999999;.0899999999999999;201611;-1.2593244;20.25;28.09
7;5;0;0;0;0;0;4.6;3.9;0;1.4;0;1.96;0;0;-.4000000000000004;-1.4;0;0;.1600000000000003;1.96;201611;-1.3694299;21.16;15.21
1;5;0;0;0;0;0;8.9;7;0;0;0;0;0;0;-.1999999999999993;0;0;0;.0399999999999997;0;201611;-.59857768;79.209999;49
2;5;0;0;0;0;0;8.1;6.2;0;0;0;0;0;0;-.0999999999999996;-.0999999999999996;0;0;.0099999999999999;.0099999999999999;201611;-.56743574;65.610001;38.439999
3;5;0;0;0;0;0;7.1;6.1;0;0;0;0;0;0;-1;-.1000000000000005;0;0;1;.0100000000000001;201611;-.5898546;50.41;37.209999
4;5;0;0;0;0;0;4.6;2;0;0;0;0;0;-.5;-.1000000000000005;0;0;.25;.0100000000000001;0;201611;-.7449683;21.16;4
5;5;0;0;0;0;0;4.7;.2;0;0;0;0;0;0;-.2000000000000002;-.1;0;0;.0400000000000001;.01;201611;-.62931669;22.09;.039999999
6;5;0;0;0;0;0;6.2;5.7;0;0;0;0;0;0;.5;-.0999999999999996;0;0;.25;.0099999999999999;201611;-1.2468204;38.439999;32.490002
7;5;0;0;0;0;0;5.1;1.4;0;0;0;0;0;0;-.9000000000000004;-1;0;0;.8100000000000006;1;201611;-1.3226515;26.01;1.96
1;5;0;0;0;0;0;-1.2;-.1;0;0;0;0;0;0;0;-.7999999999999999;0;0;0;.6399999999999999;201611;-.59858513;1.4400001;.0099999998
2;5;0;0;0;0;0;2.3;-.6;0;0;0;0;0;0;-.2000000000000002;-.4;0;0;.0400000000000001;.16;201611;-.70530432;5.29;.36000001
3;5;0;0;0;0;0;6.3;1;0;0;0;0;0;0;.2000000000000002;-.3;0;0;.0400000000000001;.09;201611;-.59940499;39.689999;1
4;5;0;0;0;0;0;6.4;-.2;.2;0;.04;0;0;0;.1000000000000005;-.2;0;0;.0100000000000001;.04;201612;-.78135091;40.959999;.039999999
5;5;0;0;0;0;0;2.5;-.2;0;0;0;0;0;0;.2999999999999998;-.2;0;0;.0899999999999999;.04;201612;-.65767926;6.25;.039999999
6;5;0;0;0;0;0;-3.6;-2.3;0;0;0;0;0;0;-.1000000000000001;-.0999999999999996;0;0;.01;.0099999999999999;201612;-1.3071911;12.96;5.29
7;5;0;0;0;0;0;3.8;-3.6;0;0;0;0;0;0;.5;.1999999999999997;0;0;.25;.0399999999999999;201612;-1.3756126;14.44;12.96
1;5;0;0;0;0;0;5;4.6;0;0;0;0;0;0;.2000000000000002;.6999999999999997;0;0;.0400000000000001;.4899999999999996;201612;-.59903497;25;21.16
2;5;0;0;0;0;0;2.6;-.3;0;0;0;0;0;0;-1.3;-.1;0;0;1.69;.01;201612;-.61447936;6.7600002;.090000004
3;5;0;0;0;0;0;3.2;-.4;0;0;0;0;0;0;.3000000000000003;.1;0;0;.0900000000000002;.01;201612;-.61252868;10.24;.16
4;5;0;0;0;0;0;9.300000000000001;5;0;0;0;0;0;0;-.0999999999999996;-.0999999999999996;0;0;.0099999999999999;.0099999999999999;201612;-.62591857;86.489998;25
5;5;0;0;0;0;0;8.300000000000001;5.1;0;0;0;0;0;0;.2000000000000011;-.1000000000000005;0;0;.0400000000000004;.0100000000000001;201612;-.68140602;68.889999;26.01
6;5;0;0;0;0;0;9.5;1.9;0;.4;0;.16;-.3;0;-.0999999999999996;-.2000000000000002;.09;0;.0099999999999999;.0400000000000001;201612;-1.3240894;90.25;3.6099999
7;5;0;0;0;0;0;7.1;.2;0;0;0;0;0;0;-.4000000000000004;.5;0;0;.1600000000000003;.25;201612;-1.3962746;50.41;.039999999
1;5;0;0;0;0;0;1;-4;0;0;0;0;0;0;-.1000000000000001;-.1000000000000001;0;0;.01;.01;201612;-.68549198;1;16
3;5;0;0;0;0;0;4.5;2.3;0;0;0;0;0;0;.2999999999999998;.0999999999999996;0;0;.0899999999999999;.0099999999999999;201612;-.58409292;20.25;5.29
4;5;0;0;0;0;0;-4.8;-1.5;0;0;0;0;0;0;-.7999999999999998;-.1000000000000001;0;0;.6399999999999997;.01;201612;-.60308015;23.040001;2.25
5;5;0;0;0;0;0;2.1;.6;0;0;0;0;0;0;.1000000000000001;.2;0;0;.01;.04;201612;-.62146711;4.4099998;.36000001
6;5;0;0;0;0;0;1.8;-.4;0;0;0;0;0;0;0;-.2;0;0;0;.04;201612;-1.3162694;3.24;.16
7;5;0;0;0;0;0;5.5;.7;0;0;0;0;0;0;0;-.9000000000000001;0;0;0;.8100000000000003;201612;-1.3740906;30.25;.49000001
1;5;0;0;0;0;0;4.2;1.9;0;0;0;0;0;0;-.2000000000000002;.2;0;0;.0400000000000001;.04;201612;-.63467181;17.639999;3.6099999
2;5;0;0;0;0;0;3.5;4.6;0;0;0;0;0;0;-.1000000000000001;.0999999999999996;0;0;.01;.0099999999999999;201612;-.63073063;12.25;21.16
3;5;0;0;0;0;0;1.7;1.8;0;0;0;0;0;0;-.1000000000000001;.2;0;0;.01;.04;201612;-.66605389;2.8900001;3.24
4;5;0;0;0;0;0;4.6;3.3;0;0;0;0;0;0;-.2000000000000002;0;0;0;.0400000000000001;0;201612;-.76034009;21.16;10.89
5;5;0;0;0;0;0;5.5;3.8;0;0;0;0;0;0;-.2999999999999998;-.1000000000000001;0;0;.0899999999999999;.01;201612;-.95329738;30.25;14.44
6;5;1;1;0;0;0;5.9;4.1;0;.2;0;.04;0;-.1;.2000000000000002;.4999999999999996;0;.01;.0400000000000001;.2499999999999996;201612;-1.3641346;34.810001;16.809999
7;5;0;1;0;0;0;4;1.3;0;0;0;0;0;0;.2000000000000002;.1000000000000001;0;0;.0400000000000001;.01;201612;-1.4328873;16;1.6900001
1;5;0;1;0;0;0;8.5;5.1;.2;0;.04;0;.2;0;-.0999999999999996;-.5;.04;0;.0099999999999999;.25;201612;-1.3728418;72.25;26.01
2;5;0;0;0;0;0;6.9;.5;0;0;0;0;0;0;-.0999999999999996;-.4;0;0;.0099999999999999;.16;201612;-1.0764461;47.610001;.25
3;5;0;0;0;0;0;-1.5;.4;0;0;0;0;0;0;-.7;0;0;0;.4899999999999999;0;201612;-1.1075993;2.25;.16
4;5;0;0;0;0;0;5.1;2.2;0;0;0;0;0;0;0;1;0;0;0;1;201612;-1.0885162;26.01;4.8400002
5;5;0;0;0;0;0;2.1;3.9;0;0;0;0;0;0;.1000000000000001;-.1000000000000001;0;0;.01;.01;201612;-1.1389531;4.4099998;15.21
6;5;1;0;0;0;0;5.9;7.7;0;0;0;0;-.2;0;.2000000000000002;.1000000000000005;.04;0;.0400000000000001;.0100000000000001;201612;-1.4001406;34.810001;59.290001
7;5;1;0;0;0;0;6.4;4.4;0;0;0;0;0;-.1;.2000000000000002;-.3999999999999995;0;.01;.0400000000000001;.1599999999999996;201701;-1.3496861;40.959999;19.360001
1;5;0;0;0;0;0;.6;-.9;0;0;0;0;0;0;-.4;-.5;0;0;.16;.25;201701;-.97246039;.36000001;.81
2;5;0;0;0;0;0;.9;-3.5;0;0;0;0;0;0;0;-.7000000000000002;0;0;0;.4900000000000003;201701;-.88942349;.81;12.25
3;5;0;0;0;0;0;2.5;0;.6;.1;.36;.01;.6;0;-1.5;-.1;.36;0;2.25;.01;201701;-.78747052;6.25;0
4;5;0;0;0;0;0;-6.7;-5.2;0;0;0;0;0;0;-.2000000000000002;-.6000000000000005;0;0;.0400000000000001;.3600000000000007;201701;-.85477161;44.889999;27.040001
5;5;0;1;0;0;0;-12.4;-7.9;0;0;0;0;0;0;-.0999999999999996;0;0;0;.0099999999999999;0;201701;-1.1644469;153.75999;62.41
6;5;0;0;0;0;0;-2.2;-2.3;0;1.2;0;1.44;0;-.5;.7999999999999998;0;0;.25;.6399999999999997;0;201701;-1.3464817;4.8400002;5.29
7;5;0;0;0;0;0;-1.3;-3;0;0;0;0;0;0;-.3;0;0;0;.09;0;201701;-1.4162;1.6900001;9
1;5;0;0;0;0;0;1.8;-.2;0;0;0;0;0;0;.3;0;0;0;.09;0;201701;-.75869989;3.24;.039999999
2;5;0;0;0;0;0;.4;1.2;0;0;0;0;0;0;.1;-.2;0;0;.01;.04;201701;-.64093214;.16;1.4400001
3;5;0;0;0;0;0;1;1;0;0;0;0;0;0;.1;.1;0;0;.01;.01;201701;-.57145584;1;1
4;5;0;0;0;0;0;3.4;1.4;0;0;0;0;0;0;0;.0999999999999999;0;0;0;.01;201701;-.52769923;11.56;1.96
5;5;0;0;0;0;0;1.4;.5;0;0;0;0;0;0;-.2000000000000002;0;0;0;.0400000000000001;0;201701;-.53798461;1.96;.25
6;5;0;0;0;0;0;-1.7;-.8;0;0;0;0;0;0;-.8999999999999999;-.2000000000000001;0;0;.8099999999999998;.04;201701;-1.231178;2.8900001;.63999999
7;5;0;0;0;0;0;.7;-.6;0;0;0;0;0;0;-.3;.2000000000000001;0;0;.09;.04;201701;-1.2761134;.49000001;.36000001
1;5;0;0;0;0;0;-5;-3.4;0;0;0;0;0;0;.5999999999999996;.6999999999999997;0;0;.3599999999999996;.4899999999999996;201701;-.50053495;25;11.56
2;5;0;0;0;0;0;-4.2;-3.1;0;0;0;0;0;0;-1.5;-.2000000000000002;0;0;2.25;.0400000000000001;201701;-.48020226;17.639999;9.6099997
3;5;0;0;0;0;0;1.1;.3;.3;0;.09;0;0;0;0;.1;0;0;0;.01;201701;-.47100204;1.21;.090000004
4;5;0;0;0;0;0;3;2;.1;0;.01;0;-.2;0;.2000000000000002;-.2999999999999998;.04;0;.0400000000000001;.0899999999999999;201701;-.5402019;9;4
5;5;0;0;0;0;0;4.7;.7;0;0;0;0;0;0;.4000000000000004;.1;0;0;.1600000000000003;.01;201701;-.57680392;22.09;.49000001
6;5;0;0;0;0;0;3.2;.5;0;0;0;0;0;0;-.6999999999999997;-.2;0;0;.4899999999999996;.04;201701;-1.3024262;10.24;.25
7;5;0;0;0;0;0;1.4;.1;.3;0;.09;0;.3;0;.2;0;.09;0;.04;0;201701;-1.3595799;1.96;.0099999998
1;5;0;0;0;0;0;1.2;1.2;0;0;0;0;0;0;.0999999999999999;-.1000000000000001;0;0;.01;.01;201701;-.5812121;1.4400001;1.4400001
2;5;0;0;0;0;0;1.6;-.4;0;0;0;0;0;0;.4000000000000001;-.1;0;0;.1600000000000001;.01;201701;-.58798224;2.5599999;.16
3;5;0;0;0;0;0;2.9;.2;0;0;0;0;0;0;-.7000000000000002;.1;0;0;.4900000000000003;.01;201701;-.57014006;8.4099998;.039999999
4;5;0;0;0;0;0;-.1;4.4;0;0;0;0;0;0;-.2;0;0;0;.04;0;201701;-.5595631;.0099999998;19.360001
5;5;0;0;0;0;0;-3.4;1;0;0;0;0;0;0;-.3999999999999999;-.3;0;0;.1599999999999999;.09;201701;-.6293143;11.56;1
6;5;0;0;0;0;0;-3.9;0;0;0;0;0;0;0;-1;-.2;0;0;1;.04;201701;-1.3014642;15.21;0
7;5;0;0;0;0;0;-1.4;1;0;0;0;0;0;0;-.5999999999999999;.4;0;0;.3599999999999998;.16;201701;-1.3400345;1.96;1
1;5;0;0;0;0;0;1.2;1.1;0;0;0;0;0;0;-.6000000000000001;-.3999999999999999;0;0;.3600000000000001;.1599999999999999;201701;-.61323392;1.4400001;1.21
2;5;0;0;0;0;0;2.7;1.1;0;.1;0;.01;0;.1;.3000000000000003;0;0;.01;.0900000000000002;0;201701;-.56211174;7.29;1.21
3;5;0;0;0;0;0;.2;-.2;0;0;0;0;0;0;.2;.1;0;0;.04;.01;201702;-.74202204;.039999999;.039999999
4;5;0;0;0;0;0;.1;-1;0;0;0;0;0;0;-.1;-.1;0;0;.01;.01;201702;-.55185747;.0099999998;1
5;5;0;0;0;0;0;.2;.4;0;0;0;0;0;0;0;-.2;0;0;0;.04;201702;-.62385279;.039999999;.16
6;5;0;0;0;1;0;2.4;1.6;.2;0;.04;0;0;0;-.1000000000000001;.1000000000000001;0;0;.01;.01;201702;-1.2657715;5.7600002;2.5599999
7;5;0;0;0;0;0;2.4;.3;0;0;0;0;0;0;-.1000000000000001;.3;0;0;.01;.09;201702;-1.3341188;5.7600002;.090000004
1;5;0;0;0;0;0;1.4;-.9;0;0;0;0;0;-.1;.2;-.2000000000000001;0;.01;.04;.04;201702;-.54917741;1.96;.81
2;5;0;0;0;0;0;-1.6;-3.8;0;0;0;0;0;0;-.4000000000000001;.1000000000000001;0;0;.1600000000000001;.01;201702;-.65913361;2.5599999;14.44
3;5;0;0;0;0;0;-2.8;-3.6;0;0;0;0;0;0;.1000000000000001;-.1000000000000001;0;0;.01;.01;201702;-.62693709;7.8400002;12.96
4;5;0;0;0;0;0;-4;-1.6;0;0;0;0;0;0;.0999999999999996;.0999999999999999;0;0;.0099999999999999;.01;201702;-.61395073;16;2.5599999
5;5;0;0;0;0;0;-1.8;-1.3;0;0;0;0;0;0;.2;-.3;0;0;.04;.09;201702;-.65021271;3.24;1.6900001
6;5;0;0;0;1;0;-2;-2.3;0;0;0;0;0;0;-.6000000000000001;.3000000000000003;0;0;.3600000000000001;.0900000000000002;201702;-1.3044325;4;5.29
7;5;0;0;0;0;0;-1;-3.4;0;0;0;0;0;0;.2;0;0;0;.04;0;201702;-1.3646477;1;11.56
1;5;0;0;0;0;0;-5.2;-2.1;0;0;0;0;0;0;1.6;-.3;0;0;2.559999999999999;.09;201702;-.69606674;27.040001;4.4099998
2;5;0;0;0;0;0;-6.1;.3;0;0;0;0;0;0;.3000000000000007;-.3;0;0;.0900000000000004;.09;201702;-.67723387;37.209999;.090000004
3;5;0;0;0;0;0;-4.8;-1.9;0;0;0;0;0;0;-.2999999999999998;0;0;0;.0899999999999999;0;201702;-.68210334;23.040001;3.6099999
4;5;0;0;0;0;0;-.4;-1.8;0;0;0;0;0;0;1.7;-.6000000000000001;0;0;2.890000000000001;.3600000000000001;201702;-.69630027;.16;3.24
5;5;0;0;0;0;0;3;.9;0;0;0;0;0;0;0;-.1;0;0;0;.01;201702;-.70750028;9;.81
6;5;0;0;0;1;0;2.7;-1.3;0;0;0;0;0;0;-.1999999999999997;-.2;0;0;.0399999999999999;.04;201702;-1.324995;7.29;1.6900001
